PERSON_ID,MAJOR_PERSON,SPECILTY
3440,信息管理与信息系统," 精通国家及深圳市劳动和社会保险法规，精于应对，有全程劳资纠纷和经济合同纠纷案件处理经验，并有成功案例。综合素质全面,对组织行为、战略管理、企业经营管理、信息资源管理、流程管理、人力资源六大模块、行政总务管理、采购管理等方面有深刻的认知，善于组织、计划、指挥、协调和沟通,非常注重团体精神,对工作尽心尽职,恪守经理人之情操。能组织大型活动，有****年实操工作经验，并对7S管理、工业安全、消防安全精通，对ISO****/ISO****/SA********公司网站管理熟悉。尤其对招聘、培训、绩效考核、薪酬管理、劳资纠纷精通,对欧美客户验厂有实际操作经验。  "
3441,电子商务,"1，外贸业务，通过各****公司的目标潜在客户。   贸易平台，Internet,行业的国际专业门户网站。展览会。黄页等。2，订单的维护与跟踪。单证处理与操作。"
3442,英语,"较强英语听说读写能力,英语水平在六级以上.在校学过外贸函电,熟悉外贸术语如L/C FOB等,自学过外贸流程.熟悉办公软件,电脑操作能力强,可以完全盲打."
3443,财务管理,"    熟练掌握会计实务技能，会计信息系统做帐程序，尤其是用友财务软件，获会计从业资格证，电算化证     可以熟练操作Word,Excel等office办公软件"
3444,会计学,技能总结：*计算机水平：通过国家计算机一级、二级VF；能熟练操作office 办公软件如：Excel 、word等。掌握用友ERP-U8.0的操作。*英语水平：具有良好的听、说、读、写能力。英语国家四级考试成绩****分。* 已获得会计从业资格证。
3445,计算机网络与多媒体,      ◆熟练交换网络中的（VLAN、VTP、STP）各项技术，路由协议(RIP1/2、OSPF)和配置，网络冗余(HSRP)的管理与配置，网络访问的控制与配置(ACL、NAT)。   ◆熟练运用Windows Server ****域环境下的网络搭建，能熟练的运用DNS、VPN、WEB、NAT、FTP、CA认证，组策略管理维护服务器的安全。   ◆Symantec企业级防病毒软件的安装、使用、管理。   ◆SQL Server ****的安装、维护、管理。   ◆熟悉ISA Server ****防火墙的安装、配置、管理。   ◆熟练的运用Microsoft Exchange ****在域环境下为企业搭建邮件服务。   ◆能熟练使用Linux操作系统的网络服务。
3446,【管理学】,"   熟练的掌握Windows各版本的使用和操作。以及Office软件，包括Word、Excel、PowerPoint 等.熟悉金碟等会计软件的操作 .已取得会计从业资格证，能熟练使用本专业要求的用友财务软件,金蝶财务软件等管理信息系统。"
3447,电子信息科学与技术,"熟悉外贸业务开发,熟悉外贸出口流程.会使用多种计算机软件,熟悉电脑软硬件与网络维护,及数模电,电路知识."
3448,经贸英语,"熟悉B2B　B2C　电子商务模式TEM-8 有较强的听,说,读,写译能力计算机一级证书 熟练使用Microsoft Office办公软件和互联网的基本操作普通话二级甲等证书教师资格证"
3449,英语,熟练掌握本专业有关知识，具有听 说 读 写 译的能力， 
3450,国际经济与贸易,"（1）英文水平良好，获得了英语六级证书和报关员证书，热爱国际贸易。（2）计算机操作熟练。（3）能熟练地操作阿里巴巴英文平台。（4）非常熟悉外贸B2B平台，能熟练地通过各国B2B外贸网站，Google, Yahoo, MSN, Business Directory, Yellow Pages等工具搜索、开发客户。（5）工作积极、主动、灵活；有良好的协调和团队合作能力。"
3451,工民建,"熟练CAD,PRO/E三维建模。熟机加工，工程材料。"
3452,【电子科学与技术】,"     熟悉实验室包装测试工作，实验室仪器具内校工作。锂电池UL,UN,IEC测试。会PRO ENGINEER、PROTEL、EWB、AUTO CAD;photoshop软件，董压电传感器（主要用于倒车雷达）。   "
3453,计算机应用技术,****年毕业于湖南信息工程学院计算机专业，熟悉办公室应用软件操作。曾获计算机二级等级证、英语二级等级证。
3454,日语,对销售和业务有有一年的经验和很好的理论基础对外贸也有很强的理论计算机熟练 
3455,体育教育训练学,     具有田径，篮球，羽毛球等体育项目的基本技术能力      计算机，英语一般能力
3456,企业管理,擒拿格斗。。
3457,英语,通过英语专业四级，全国英语六级；具有较强的英语听，说，读，写能力并翻译较有难度的信函及文章。具有较强的外贸英语专业理论知识能力
3458,【电子科学与技术】,熟悉电子产品的可靠性测试，有2年实验室的管理经验；了解电子产品的生产流程。
3459,电子商务,能够独立完成Office办公软件的操作，Web数据库应用技术，简单网页设计与制作。
3460,电学,电子电器组装，电子电器维修，电源调试。
3461,体育教育训练学,专业技能熟练~~~·
3462,【地理学】,"1.对五金冲压/注塑成型/各类表面处理和电脑组装工艺流程有非常了解。2.能熟练操作各种检测仪器,如投影仪，工具显微镜，硬度计（包括洛氏，维氏硬度计）游标卡尺,万能角度仪，数显卡尺,百分表,千分尺,各类高度仪(规),针规,厚薄规及各类检治具等。对三次元测量理论知识较为丰富。3.能熟练运用各类品质手法及工具进行品质分析并解决品质异常。  4.评监供应商及品质辅导/管理经验丰富。5.对五金件/塑件产品的表面处理工艺/品质标准非常熟悉（如阳极处理，电镀，电泳，喷漆，无电沉镍,移印丝印，镭雕，高光，钻切，抛光等).6.熟悉各类测试标准及方法.如：盐雾测试,高低温测试,恒温恒湿测试,ROHS测试,膜厚测试,百格测试,耐磨测试，耐溶剂测试，附著力测试，折弯测试等）.7.能熟练操作office办公软件及AutoCAD/ProENGINEER绘图软件。8.能独立担当并展开产品各阶段（开发至量产）的结构分析/尺寸规格验证/品质标准建立/检具开发设计制作及GR＆R验证/检验规范制作/IS制作/工程图制作/品质履历制作/品质教育训练/制程能力验证/失效模式分析/样品签定管制/客诉处理/品质与交期的协调/供应商的品质辅导及管控等各项工作。  "
3463,【计算机科学与技术】,能熟练操作计算机，并能处理常见的软、硬件及网络故障。会使用PHOTOSHOP类平面设计软件，能熟练操作office办公软件。精通cisco路由器 交换机 防火墙各种协议配置 精通VPN 熟悉WINDOWS****。    
3464,会计电算化,   已通过全国会计从业资格考试，掌握各种企业业务处理的方法，熟悉会计新准则及各类会计政策、法规;    熟练掌握用友、金蝶等会计电算化操作软件，灵活应用Word、Excel等Office办公软件、photoshop图片处理软件及进行简单的网页制作。          
3465,文秘,"     熟练使用Word,Excel,Power Point,E-mail软件及其它办公设备，有较丰富公文写作能力和经验，独立处理事物，做事认真细致，能承担责任，有较强的抗压力，较快的接受能力，适应能力强。   掌握基本的财务知识，做过行政出纳，有熟练的办公经验，经理助理的各种应对事物的能力、实践经验，有3年以上的基层和办公工作经验，能处理各种人事和应急事务，良好的处理事物、人际关系的实战经验。  速记较好，档案管理操作较熟练。   秘书学，公文写作较强的能力。"
3466,平面设计,电脑操作
3467,机电一体化,熟悉机电一体化设备的操作、维护、改造。 钳工、焊工、车工、电工中级资格证。驾驶证c。
3468,环境工程,《(增*证》熟悉ERP、金蝶财务、速达软件，会使用网上银行收付款，熟悉支票结算流程，熟练办公操作软件
3469,电学,"电器设备维修及空压机发电机保养维修,及各种家用电器维修"
3470,平面设计,1.主修专业----视觉传达（平面设计）。2. 对色彩的感知和画面的艺术感觉都有较高修养，对艺术有独特创意和理解。3.擅长平面广告制作，能熟练运用各种设计软件，如PHOTOSHOP CorelDRAW 等。4.长期在电脑城兼职，懂得电脑的组装，维修等，软件硬件都有一定基础。5.为人诚实上进，乐观开朗，专心专注，有很强的团队协同作战能力，并且个人表达沟通能力强，能接受较强的工作压力，学习适应能力很强，能很快学会和接受新事物。
3471,电子信息工程学,    本人具有扎实的电路功底，熟悉模电、数电知识；熟练使用示波器、万用表、电铬铁等电子仪表，熟悉基本元器件；熟悉新产品开发流程；熟悉****系列单片机，能进行单片机软硬件设计；熟练使用单片机编译软件Ｋeil C和电路绘图软件Protel．正在学习ＰＩＣ、ＴＩ系列单片机。     对电子开发具有浓厚兴趣，立志成为一名出色的电子工程师。
3472,电子商务,flash制作，photoshop设计……
3473,电子信息工程学,掌握电路原理图的设计　印刷电路板的设计（利用protel****se制作PCB)　利用EDA进行电子设计　单片机的使用　数字信号的处理（DSP)  模拟电路 数字电路  电力电子技术 
3474,会计学,会会计，出纳，采购工作
3475,电子商务,熟练使用Word、Excel、PPT等常用办公软件;熟练使用ERP;打字速度****字/分以上. 
3476,物流管理,"工作认真负责/仔细,对数字较敏感,善于在工作中发现问题并及时处理问题,永远走在问题的前面."
