RECRUIT_ID,MAJOR_RECRUIT,DETAIL
416,计算机网络与多媒体,"熟悉电脑各种办公软件，沟通能力强,熟悉CorelDRAW9者优先,有意者将待遇要求及月工作时间发邮件或短信,合则约见."
417,电气工程及其自动化,****公司产品的售后服务及维修。 2、工资待遇与实际能力匹配。 ？相关经验及技能要求： 1.大专以上学历，工业自动化，电子电器专业。 2.从事1年以上变频器维修、售后工作。 3.熟悉变频器原理及应用。 4.良好的沟通管理和培训能力。 5.为人诚实，兢兢业业，遵纪守法，吃苦耐劳，上进心强，具有很强的团队合作精神。 6.熟悉plc。
418,【控制科学与工程】,熟悉光电基础知识、自动控制基础知识、通讯网络基础知识和计算机知识及操作，对环境监测分析仪器仪表及维修方法有初步的了解；符合深圳市职员聘用的基本条件，具有相关工作经验优先，试用期3个月（****元/月），合格后参加市人事局职员入编考试。
419,美术学,"美术专业中专以上文化程度，能熟练操作Photoshop,Illustrator，了解菲林分色、输出和印刷原理，有绘画基础和一年相关工作经验者优先。"
420,计算机应用技术,1、身心健康，工作认真负责，动手能力强，基础知识扎实，有一定的工作经验及工作能力。证件齐全。诚实善良。2、计算机、电子等相关专业本科或以上学历，有扎实的计算机基础知识。3、熟练掌握ＶＣ＋＋等，有2年以上的VC++软件开发经验，编写调试过一定规模的程序。4、熟练掌握 MS SQL Server  数据库。5、熟练界面开发、应用程序开发。6、工作要塌实、有条理性，善于勾通。7、微电子、电子应用技术等相关专业本科或以上学历。8、从事相关工作2年以上。
421,【电子科学与技术】,能够熟练使用PROTEL ****等LAYOUT，做样，出BOM单，指导生产。熟悉PCCAM电路者优先。
422,【外语类】,"英语或相关专业,CET-6或以上,听、说、读、写流利，有法/俄/阿拉伯/西班牙/葡萄牙其中任一门二外更好.能利用B2B平台、国外黄页及搜索引挚等各种网络资源开发客户,会用photoshop做图片处理.踏实肯干,有****公司共成长.应届毕业生优先.底薪加提成."
423,【仪器科学与技术】,熟悉光电基础知识、自动控制基础知识、通讯网络基础知识和计算机知识及操作，对环境监测分析仪器仪表及维修方法有初步的了解；符合深圳市职员聘用的基本条件，具有相关工作经验优先，试用期3个月（****元/月），合格后参加市人事局职员入编考试。
424,【计算机科学与技术】,年龄：****-****周岁学历：大专以上学历要求：1、身体健康；      2、能够熟练操作电脑、能熟练维护电脑软、硬件，懂操作系统和网络维护，有编程经验者、了解税务知识、计算机和财会专业优先；      3、责任心强、沟通能力强，能与人团结、吃苦耐劳；      4、品貌端正，无不良嗜好，不吸烟；      5、表达能力强，普通话要标准。注意：1、请先登录了解我司业务情况，仔细对照自身情况做认真考虑，避免做无用功。若有机会面试，将会考察相关业务内容。      2、请在投递简历时提出自己的薪酬要求。      3、我司招聘员工为正常编制增加，请做短期考虑的人员勿扰。
425,经贸英语,"1)有丰富的外贸经验,做过类似的产品业务.对产品非常的熟悉!2)外语流利,能跟客人流利对话!3)有一定的管理才能,可以掌控整个产品组的工作进展!4)吃苦耐劳,能适应工作的需求,有应变处理能力.5)谈吐大方得体,能认真执行经理分配的任务!6)大专以上文化程度.****公司在深圳关外布吉南岭村,无意在关外工作者请勿投简历!"
426,【电子科学与技术】,电子专业毕业，1年以上工作经验，懂电子维修服务、售后服务优先、吃苦耐劳、爱岗敬业。
427,电子信息科学与技术,大专以上学历，电子类或市场营销专业优先，一年以上工作经验，能熟练操作计算机，具备良好的语言表达能力，具备开拓市场能力.
428,【电子科学与技术】,一年以上PMC跟单员工作经验，熟电子行业优先，爱岗敬业，吃苦耐劳****公司工作安排。
429,【其他专业】,1、本科以上学历，计算机或自动控制专业毕业****公司大客户电子信息工程项目的运作;3、熟悉智能控制系统及计算计软硬件应用技术，具备工程施工经验;4、沟通能力强，有销售经验和成功案例者优先.
430,会计学,"1.深圳市户口,2.持有会计证书,有1年以上工作经验,3.熟练运用办公软件及财务软件4.大专以上学历"
431,会计学,有两年以上工作经验，工作认真负责。有相应证书。
432,会计学,大专以上学历，会计、财务相关专业，执有会计从业资格证书，2年以上工作经验，能独立处理财务工作，熟悉使用办公软件，良好的人际沟通、组织能力、协调能力、分析思维能力。
433,会计学,会计、统计专业中专以上学历，****岁以下，有三年生产制造成本统计工作及成本核算经验，并有效地对生产成本进行分析、跟进、控制；工作踏实，认真负责，沟通能力强。 有机械制造企业相关工作者优先。
434,模具现代制造技术,要求在从事首饰加工生产3年以上经验，执模动手能力非常强，火枪焊接技术一流，对模具制作、首饰生产流程和品质控制非常了解，为人勤奋和吃苦耐劳的能力强。（在国内知名首饰加工厂工作的人才优先）
435,建筑电气与消防,任职要求：****岁以下，大专以上学历，中级职称，熟悉电气基础理论知识，懂CAD绘图，熟悉电气安装工程的施工工艺和独立完成照明电气设计，二年以上照明灯具、弱电、机电设备安装经验。（本职位急招）
436,【计算机科学与技术】,教育水平：全日制大学本科毕业，英语四级或以上。计算机、电子电器、自动化、测控及相关专业毕业。工作年限：一年以上。工作经验：熟悉测试仪器的使用，调试方法。熟悉单片机的软硬件。基本素质：有良好的职业道德和社会责任感，遵纪守法。性情温和、乐观、忠诚、有责任心。身体健康。无不良嗜好。
437,市场营销,****公司****公司工作地点:南山区艾文葡萄酒名店 营销总监职位要求：1、年龄****岁以上，性别不限，大专以上学历：2、能熟练使用英语交流沟通和文字表达； 3、有四星级以上酒店市场营销工作经验，具三年以上服务年限； 4、有事业心、拼搏意识和团队协作能力。本职位提供优厚的薪酬福利待遇，诚邀有志之士加盟！
438,飞行器设计,1、性别不限，大专以上学历。2、需机电专业毕业优业。3、做事老实，则任心强，有上进心。
439,会计学,1、女性，****岁以上；2、3年或以上工、商业会计经验；3、深圳户口，拥有深圳房产或配偶拥有深圳房产；4、具有良好的职业道德。
440,会计学,会计专业，有两年以上工作经验。诚实，负责，踏实。
441,机械设计及理论,1。熟练使用cad .  pro-e. coreldraw等软件。2。有两年以上模具设计工作经验。有玩具.礼品厂工作经历。
442,会计学,"1).财会专业,年龄在****-****岁已婚人士。2).5年以上出口型企业的成本预算与核算工作经历.3).精通全盘帐务处理，审查，外汇核销,退税业务.4).熟练应用财务软件与电脑操作。原则性强与心态端正。5).优秀的个人品质,职业道德.工作态度认真,细致,严谨.不合招聘要求者请勿打扰！"
443,【计算机科学与技术】,有相关行业经验者优先   语言沟通能力强 懂管理   能适应物流行业不规则的工作时间安排
444,给水排水工程,男，大专以上，从事建设大中型住宅楼盘、厂房、商场的消防、暖通、给排水、强弱电、机电设备安装工程预决算、招投标五年以上本职工作经历，责任心强，熟悉广东省各地定额及软件使用（有造价师职称或较强沟通能力者优先）。待遇从优。
